model,experiment,sample_index,datetime,actual,predicted,residual,absolute_error,squared_error,percentage_error,timestamp,param_d,param_p,param_q,param_trend,info_mae,info_rmse,info_r2
sarimax,no_wsi_wind,37,2024-10-21 07:00:00,19464.5,15418.961817381469,-4045.538182618531,4045.538182618531,16366379.187024448,20.78418753431351,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,38,2024-10-21 08:00:00,17619.0,15073.74184546,-2545.258154539999,2545.258154539999,6478339.073252361,14.446098839540008,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,39,2024-10-21 09:00:00,16527.0,15563.118609662137,-963.881390337865,963.881390337865,929067.3346396555,5.832161858397058,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,40,2024-10-21 10:00:00,14395.75,14741.096847763583,345.3468477635852,345.3468477635852,119264.44526024487,2.3989500218004984,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,41,2024-10-21 11:00:00,12112.0,13583.572405053972,1471.572405053972,1471.572405053972,2165525.3433163315,12.14970611833518,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,42,2024-10-21 12:00:00,10223.5,11841.577694409289,1618.0776944092868,1618.0776944092868,2618175.425144873,15.82704254323572,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,43,2024-10-21 13:00:00,9315.25,10907.501307768192,1592.2513077681924,1592.2513077681924,2535264.227089519,17.0929530368641,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,44,2024-10-21 14:00:00,9007.5,10000.704791425973,993.204791425971,993.204791425971,986455.7577115068,11.026420110184494,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,45,2024-10-21 15:00:00,8412.5,8307.16856857359,-105.33143142640984,105.33143142640984,11094.710446336478,1.2520823943689108,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,46,2024-10-21 16:00:00,7932.25,8153.12873363161,220.87873363161,220.87873363161,48787.414970703714,2.784565963394138,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,47,2024-10-21 17:00:00,7862.75,8541.630217109161,678.8802171091611,678.8802171091611,460878.3491821817,8.634132041694034,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,48,2024-10-21 18:00:00,8336.5,9414.86542732937,1078.3654273293705,1078.3654273293705,1162871.994859256,12.935469649470123,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,49,2024-10-21 19:00:00,8403.75,10259.19792018197,1855.4479201819704,1855.4479201819704,3442686.9845075994,22.078809105218056,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
